COUNTRY,CITY,ZONE,ZONE_TYPE,ZONE_PRIORITIZATION,METRIC,L8W_ROLL,L7W_ROLL,L6W_ROLL,L5W_ROLL,L4W_ROLL,L3W_ROLL,L2W_ROLL,L1W_ROLL,L0W_ROLL
BR,Niteroi,Barreto,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.9392643448,0.9426700229,0.9448801466,0.9489945461,0.9507555754,0.9506089091,0.9393726973,0.940020973,0.9337808037
CO,Medellin,Poblado_guayabal,Wealthy,Prioritized,Gross Profit UE,3.181901437,3.206207091,3.287013385,3.228766994,3.076812731,3.18406534,3.174867761,3.098639129,2.687868782
BR,Recife,PE - REC - Jardim São Paulo,Non Wealthy,Not Prioritized,Gross Profit UE,-1.610304844,-2.38399143,-2.946865194,-3.938204771,-3.198121462,-2.322364816,-2.75848212,-3.841830943,-2.58844074
PE,Piura,Enace,Non Wealthy,Prioritized,Gross Profit UE,1.207074551,0.329683089,0.929708673,1.082235924,0.7885071394,0.7302621093,0.4112893678,0.6076870635,-0.4724738707
BR,Porto Alegre,RS - POA - Passo da Areia,Non Wealthy,Not Prioritized,Gross Profit UE,1.365504678,0.733521925,0.3987085483,0.7092549969,1.397739074,1.891337582,2.099150793,1.952885726,0.8555270673
BR,Itajai,BRZ Itajaí ITJ,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0,0,0,0,0,0,0,0,0
CO,Santa Marta,Troncal,Non Wealthy,Prioritized,Gross Profit UE,1.324961027,1.324729172,1.335427658,1.450421104,1.911640728,2.255460853,2.36427469,2.558938843,1.745390761
EC,Guayaquil,Orquideas,Non Wealthy,Prioritized,Gross Profit UE,-0.1446249961,0.1522990891,-0.7064524782,-1.2297469,-1.332273936,-2.327395814,-2.193185906,-1.300918128,-0.2877224841
MX,Zacatecas,ZAC Mecanicos,Non Wealthy,Not Prioritized,Gross Profit UE,0.9439399558,0.03609659278,-0.01775241957,-0.004995374207,-15.30477354,-25.30744833,-15.12694557,-17.76440948,-14.52971531
BR,Campo Grande,Campo Grande Expansión,Non Wealthy,Not Prioritized,Gross Profit UE,-4.493438087,-5.380650225,-5.901354249,-4.137566268,-3.779467533,-4.775581753,-7.857132005,-8.600713436,-8.224152568
BR,Maringa,FS Jardim Universitário/Zona 7/Jardim Ipiranga MGF,Non Wealthy,Not Prioritized,Gross Profit UE,-1.252813937,,-3.994056432,-4.503015047,,,-0.01349340785,-9.832661193,-6.650638422
BR,Maringa,FS Jardim Universitário/Zona 7/Jardim Ipiranga MGF,Non Wealthy,Not Prioritized,Gross Profit UE,-1.252813937,,-3.994056432,-4.503015047,,,-0.01349340785,-9.832661193,-6.650638422
MX,Tlaxcala,TLX San Esteban,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.8217896965,0.8421681003,0.8422042385,0.8371147773,0.8421814974,0.8497135053,0.8743455535,0.8660086554,0.8756899831
BR,Natal,RN - NAT - Parnamirim/Centro,Non Wealthy,Not Prioritized,Gross Profit UE,-2.244315336,-2.161412279,-2.519180181,-2.366370276,-1.551713314,-0.2475932544,0.9774991362,0.7270169715,1.778031212
AR,Buenos Aires,Nordelta,Wealthy,Prioritized,Gross Profit UE,-0.507540671,-0.6444188264,-0.5751821057,-0.03969365521,0.317363902,0.6809980851,1.136418887,1.459637541,-0.4480458055
AR,Buenos Aires,Nordelta,Wealthy,Prioritized,Gross Profit UE,-0.507540671,-0.6444188264,-0.5751821057,-0.03969365521,0.317363902,0.6809980851,1.136418887,1.459637541,-0.4480458055
AR,Buenos Aires,Ramos,Non Wealthy,High Priority,Gross Profit UE,1.076186504,1.051696195,0.9441984365,1.073471427,1.432068053,1.612330655,1.664333937,1.979235317,0.7778626917
PE,Lima,Centro Lima,Wealthy,Prioritized,Retail SST > SS CVR,0.8929354963,0.8964647411,0.9004285146,0.9009227234,0.8981377755,0.8967937372,0.9084644901,0.918486956,0.922780709
BR,Grande São Paulo,SP - OSC - Osasco,Non Wealthy,Prioritized,Gross Profit UE,-1.321451272,-1.145250818,-0.9550949972,-1.557117859,-0.6288253094,0.2412964464,0.4295329735,0.1598182961,-0.1684549801
CL,Santiago De Chile,chicureo,Wealthy,Not Prioritized,Gross Profit UE,-1.768320199,-1.527765131,-2.138367122,-2.482027727,-1.748601806,-0.2467959307,1.021202693,0.8398835208,-0.5737913338
BR,Campinas,SP - CPS - Vila Boa Vista,Non Wealthy,Not Prioritized,Gross Profit UE,-1.560283931,-2.088896108,-3.257055898,-3.679373943,-1.405905108,0.4148178482,0.8006381244,-1.180565744,-1.343807614
CO,Cartagena,Manga,Wealthy,Prioritized,Gross Profit UE,2.454841748,2.472569416,2.498663898,2.62370788,2.784917636,2.90049501,3.065646291,3.163375788,2.493339661
AR,San Miguel De Tucuman,Yerba Buena,Non Wealthy,Not Prioritized,Gross Profit UE,-2.20012895,-2.562478633,-2.235692321,-1.693129578,-0.6063771112,-0.2111445774,0.03294666708,0.1651293129,-1.8007432
MX,Mexicali,MXL_Universidad,Wealthy,Prioritized,Gross Profit UE,1.88197473,1.438090694,1.359006004,1.986961421,2.444415407,2.594159027,2.715651163,3.472716966,3.304723293
BR,Florianopolis,SC - FLN - São José,Non Wealthy,Not Prioritized,Gross Profit UE,-4.032702284,-5.771477811,-7.539953422,-6.634913797,-6.598975493,-6.340694104,-2.781113733,-3.543290068,-13.55108079
MX,Moroleon,URO_Centro,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.4545454545,0.6937229437,0.8138528139,0.8853160173,0.8119307359,0.7922137161,0.8110931875,0.8347345637,0.8401486671
MX,Guasave,GSV Guasave,Non Wealthy,Not Prioritized,Gross Profit UE,1.46616739,1.486153987,1.299988768,1.489219079,-2.264022311,-0.978679845,1.76656269,2.461056187,2.532021349
EC,Quito,Vicentina- Floresta,Non Wealthy,Prioritized,Gross Profit UE,1.437554106,1.074153869,1.010733395,0.9990142032,0.7589684758,0.5514623666,0.3982168453,0.5778060639,1.437321172
BR,Porto Alegre,RS - POA - Navegantes,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.8776951181,0.9190709474,0.9430358806,0.9566221466,0.9484039014,0.9390137599,0.9153318498,0.9064558614,0.8757746279
AR,Buenos Aires,San Fernando - Tigre,Wealthy,Prioritized,Gross Profit UE,-0.07376764205,-0.1204982142,-0.3983456872,-0.1604561087,0.4479050817,0.4103429892,0.2265303981,0.5310342032,-0.1354251496
MX,Monterrey,MTY_Apodaca_Huinalá,Non Wealthy,High Priority,Gross Profit UE,-0.8750664839,-0.8837321406,-0.916137266,-0.9023278432,-0.8559137682,-0.886454195,-0.5447605443,0.2603293784,0.1321924198
CL,Santiago De Chile,Santiago_centro,Non Wealthy,High Priority,Retail SST > SS CVR,0.8553263765,0.8608203383,0.8664256154,0.8666038544,0.8615329966,0.8590879428,0.8630302588,0.8777605512,0.8806656259
BR,Goiânia,GO - GYN - Jd. Novo Mundo,Wealthy,Not Prioritized,Gross Profit UE,-3.052989726,-2.835579416,-2.497518229,-3.153077285,-3.690703948,-1.150753879,1.141960921,-0.3261048999,-0.4154322377
CO,Barranquilla,Soledad,Non Wealthy,Prioritized,Retail SST > SS CVR,0.82745948,0.8302049471,0.8287623107,0.8403216395,0.8539942064,0.8696268771,0.8801631408,0.8834734828,0.8862123316
AR,Buenos Aires,Quilmes,Non Wealthy,Prioritized,Gross Profit UE,-1.916114437,-1.758748615,-1.55700714,-1.213618261,-0.9332918045,-1.070616314,-0.9452636702,-0.5648595047,-0.9710069481
MX,Saltillo,SAL_Mirasierra,Wealthy,Prioritized,Retail SST > SS CVR,0.8608697142,0.8673670163,0.8734335769,0.8791841028,0.8650562596,0.8519408128,0.8608978077,0.871106827,0.8718625332
CL,La Serena,Las_Compañias,Non Wealthy,Not Prioritized,Gross Profit UE,-5.381637816,-6.701781486,-7.071268035,-6.445864089,-5.494529502,-6.035089318,-6.396899514,-5.66954132,-6.792072757
BR,Rio De Janeiro,Ipanema,Wealthy,High Priority,Gross Profit UE,2.891713216,3.170664857,3.314292122,3.367338433,3.795555772,4.542039507,4.692470383,4.883097998,4.281569898
BR,Joinville,MP Atiradores JOI,Non Wealthy,Not Prioritized,Gross Profit UE,1.105649597,-12.19075066,-8.548708247,-2.421986419,-2.029953881,-0.6165476052,,2.366249818,2.824267542
BR,Goiânia,GO - GYN - Jd. Novo Mundo,Wealthy,Not Prioritized,Retail SST > SS CVR,0.9046556035,0.8961804318,0.8847639101,0.8861775359,0.9081745703,0.9155780356,0.9327440741,0.9353442504,0.9257521635
CO,Manizales,centro,Non Wealthy,Prioritized,Retail SST > SS CVR,0.9159488187,0.9148731094,0.9152131731,0.9172640088,0.9188210007,0.9228040048,0.9194120223,0.9196938716,0.9218567755
CO,Cali,Puerta del Sol 2,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.8992418138,0.9027613123,0.9031524908,0.9030790941,0.9010484503,0.9095535763,0.9121280425,0.913175566,0.9248140636
PE,Chimbote,Bellamar,Non Wealthy,Not Prioritized,Gross Profit UE,-0.5076833493,-1.532542298,-1.832837999,-0.874204344,-0.7924930801,-1.130435226,-0.5002083671,-0.1482149944,-1.393912828
AR,Buenos Aires,Villa Ballester,Non Wealthy,High Priority,Retail SST > SS CVR,0.8850991147,0.8850950807,0.8843510345,0.8948202168,0.8978421217,0.8992032617,0.8999218454,0.8860520674,0.8732846619
AR,Buenos Aires,CABALLITO,Wealthy,Prioritized,Retail SST > SS CVR,0.9004342058,0.904288576,0.903427487,0.9034827757,0.9048968917,0.907281098,0.9129686062,0.9137136006,0.9123654627
AR,Cordoba,Cordoba Zona Sur,Non Wealthy,Prioritized,Gross Profit UE,0.08558479964,-0.08187423717,0.01725086795,0.1676561565,0.387900703,0.05969080103,0.03849634578,0.3348514814,-0.3379795908
AR,Buenos Aires,PACHECO,Non Wealthy,Prioritized,Gross Profit UE,-4.070550492,-4.043827825,-4.222643515,-3.994664208,-3.873513405,-3.643398408,-3.702238519,-3.480780722,-3.514922934
AR,Buenos Aires,Moron - El Palomar,Non Wealthy,High Priority,Gross Profit UE,-0.9303162484,-0.8993259043,-1.064109013,-0.9095981803,-0.6602470633,-0.5985056896,-0.3945604899,-0.05048798085,-0.2543772878
MX,Guadalajara,La tijera,Non Wealthy,Prioritized,Gross Profit UE,4.133711888,4.088487373,3.698685315,3.282634283,3.294036536,2.976056802,3.265067524,3.841096034,4.068912161
BR,Grande São Paulo,SP - SP - Jaguará/Pirituba,Non Wealthy,Not Prioritized,Gross Profit UE,-1.532715737,-1.288316303,-1.016993462,-1.57603369,-1.246984805,-0.464439131,-0.2791852875,-0.2411404271,0.3491490329
AR,Salta,ALVARADO_PULLAY,Non Wealthy,Not Prioritized,Gross Profit UE,-2.574609145,-3.403378421,-3.504245049,-2.797064916,-1.716317886,-2.160479568,-1.55887259,-1.92786218,-2.411468188
MX,Fresnillo,FRS Colosio,Non Wealthy,Not Prioritized,Gross Profit UE,3.139837722,2.622399256,2.26339768,2.629679384,-3.631991896,-1.878377675,1.650698131,2.633049125,1.489838916
CO,Duitama,Duitama,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.8803901722,0.8792456287,0.8778497434,0.8853262086,0.8795888548,0.8786863804,0.8707733761,0.867159999,0.8682424426
AR,San Salvador De Jujuy,JUJUY,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.9119418638,0.9196281912,0.9361820288,0.9448505714,0.9403131658,0.9347419688,0.9214542559,0.9134261286,0.8906417751
MX,Puerto Vallarta,Pvr_puertovallarta,Non Wealthy,High Priority,Retail SST > SS CVR,0.895882794,0.8996944736,0.9053340859,0.903160484,0.8965690663,0.8957180103,0.8971864291,0.9031737034,0.9015888773
MX,Tuxpam,TUX_Santiago_de_La_Peña,Non Wealthy,Not Prioritized,Gross Profit UE,-0.8474032087,-0.6951596724,1.019585571,1.893978001,0.8138311618,-7.312283167,-15.36772076,-18.57388363,-7.095090869
BR,Rio De Janeiro,Méier Norte,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.8918271878,0.897205278,0.8869159766,0.8930866986,0.8943468063,0.904260286,0.9076746085,0.9052326279,0.903223282
BR,Grande São Paulo,SP - GRU - Jardim Matarazzo,Non Wealthy,Not Prioritized,Gross Profit UE,-3.061116838,-3.422713427,-3.938295872,-3.378660842,-2.571957967,-2.627358075,-2.679311593,-2.187058555,-2.242661056
AR,Buenos Aires,Monte Grande,Non Wealthy,Prioritized,Gross Profit UE,0.1634755608,0.04597391425,-0.3124960265,0.01201252137,0.5355275196,0.659242652,0.8437990393,1.048334144,-0.169432743
BR,Grande São Paulo,SP - SP - Mandaqui,Non Wealthy,Not Prioritized,Gross Profit UE,-1.445652892,-1.374046043,-1.224080908,-1.544046609,-1.153229921,0.08112507427,1.041405752,0.6191843861,-0.1823832925
AR,La Plata,City Bell,Non Wealthy,Prioritized,Gross Profit UE,-1.48894068,-1.359315256,-1.570959351,-1.796312582,-1.537531955,-0.5576580511,-0.3407844144,-1.04720742,-2.822862291
CO,Santa Marta,Rodadero,Wealthy,Prioritized,Retail SST > SS CVR,0.9316564318,0.9288019318,0.929463367,0.9252927791,0.926562543,0.9347281277,0.9417976378,0.949583353,0.9515213549
PE,Huancayo,Lamblaspata,Non Wealthy,Prioritized,Gross Profit UE,-0.4521634,-0.6379819446,-0.2315093639,-0.1138165084,-0.6575308856,-1.034688217,-1.045205961,-1.0409888,-1.613185482
BR,Recife,PE - JbG - Guararapes,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.908816426,0.917096148,0.9223727091,0.9322204282,0.9260734138,0.9312041827,0.930078153,0.9361490474,0.9365273185
BR,Grande São Paulo,Jardins/Pinheiros,Wealthy,High Priority,Retail SST > SS CVR,0.9444140737,0.9451015002,0.9441920735,0.9445894147,0.9459384249,0.9545031559,0.9657588638,0.9745698741,0.9764726852
CO,Bogota,Engativa,Non Wealthy,High Priority,Gross Profit UE,1.186103446,1.415163476,1.817620784,1.900984985,2.156939886,2.412338188,2.504249919,2.685385784,2.114074415
EC,Guayaquil,Los Almendros,Non Wealthy,Prioritized,Retail SST > SS CVR,0.9072425456,0.9091107285,0.9069000431,0.9054692767,0.9084540081,0.9127078761,0.9041749306,0.9076453674,0.9011614273
MX,Cancun,Cun_Hacienda-Valle Verde,Non Wealthy,Prioritized,Retail SST > SS CVR,0.8807223669,0.8657168163,0.8493933883,0.8367355567,0.824641737,0.8256453509,0.8356116433,0.8323439485,0.8299838778
MX,Toluca,Tol_Toltepec-lerma,Non Wealthy,Prioritized,Retail SST > SS CVR,0.8695758338,0.8744821296,0.8781599692,0.8860404326,0.8695876806,0.8675642651,0.8771934141,0.8864717503,0.8976740275
EC,Ambato,Miraflores,Non Wealthy,Not Prioritized,Gross Profit UE,-1.314169488,-1.053888998,-0.4688028457,-0.7479608582,-1.829915961,-1.632424356,-1.029603378,-1.02558704,-0.2662910012
MX,San Luis Potosi,SLP_Soledad,Non Wealthy,Prioritized,Gross Profit UE,0.1713140416,0.2646159141,-0.1776890685,0.2356712004,0.7085388684,0.8167752007,1.316000954,1.573790993,1.285126199
MX,Ciudad De Mexico,Coyoacan-Pedregal,Wealthy,High Priority,Retail SST > SS CVR,0.8879941504,0.8874463708,0.8914497361,0.8957290013,0.8988775774,0.90935371,0.9176748634,0.9237754045,0.9243843198
MX,Chilpancingo De Los Bravo,Chilpancingo Sur,Non Wealthy,Prioritized,Gross Profit UE,3.119918379,3.128241653,3.257910046,3.445809484,3.457419151,3.219677075,3.322794267,3.875673911,3.742500873
MX,Culiacan,Villa_Universidad,Non Wealthy,Prioritized,Retail SST > SS CVR,0.8817885761,0.8874943505,0.8872489723,0.8909266778,0.883675769,0.8788772683,0.8874392944,0.9029898341,0.8958363395
MX,Comitan De Dominguez,CMD Centro,Non Wealthy,Not Prioritized,Gross Profit UE,5.227099384,3.851230194,3.811904619,4.760309975,5.150767608,6.798558234,6.744485733,5.554217158,5.615818307
CL,Antofagasta,Antofagasta Norte,Non Wealthy,Not Prioritized,Gross Profit UE,-2.467832715,-2.643494637,-2.956308274,-2.578677892,-2.450400174,-3.230383987,-3.400532652,-3.279260028,-4.427890315
PE,Lima,Centro Lima Red,Non Wealthy,Not Prioritized,Gross Profit UE,1.631546465,1.222897784,1.150349316,1.17546629,1.10632975,1.014920275,1.257557045,1.431813424,0.9463870344
CO,Medellin,Itagui_y_la_estrella,Non Wealthy,High Priority,Retail SST > SS CVR,0.9168662079,0.914850528,0.9153413493,0.9145753103,0.91713774,0.9267635717,0.936866459,0.9486533326,0.9551678696
MX,San Luis Potosi,SLP_Soledad,Non Wealthy,Prioritized,Retail SST > SS CVR,0.8561280511,0.8675607313,0.8672986974,0.8793958339,0.8757038069,0.8662803131,0.8731138842,0.875859148,0.8615209512
CO,Barranquilla,Prado,Wealthy,Prioritized,Retail SST > SS CVR,0.9079876751,0.9076276687,0.9077482944,0.9075658607,0.9087185388,0.9203766235,0.9364374048,0.9511497837,0.9599656759
PE,Ica,San_Joaquin,Non Wealthy,Prioritized,Gross Profit UE,-0.8391475152,-1.020127682,-0.9637880996,-0.4313762097,-0.6760360779,-0.5706432011,-0.6608402994,-1.083838408,-1.406898143
MX,Toluca,Tol_Centro,Non Wealthy,Prioritized,Retail SST > SS CVR,0.8946677086,0.9019423782,0.908377972,0.908826282,0.8998025171,0.9039278135,0.9094069476,0.915495037,0.9166293391
MX,Cadereyta De Jimenez,Refineria_Cad,Non Wealthy,Not Prioritized,Gross Profit UE,0.6570628809,0.3854022563,0.0803069503,0.6342959091,1.653247535,1.752794737,1.988014431,2.200507589,2.234695115
MX,Zamora,ZMA Jacona,Non Wealthy,Prioritized,Gross Profit UE,3.674791727,3.540904538,3.613153491,4.278261157,4.182875265,4.203417206,4.307512497,4.392908449,4.199964806
BR,Salvador,BA - SSA - Pituba,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.7651037515,0.7340161719,0.741632296,0.7602672062,0.7920323685,0.8296773497,0.8526352882,0.8473970569,0.8124486807
BR,Belo Horizonte,MG - BHZ - Condominios Nova Lima,Non Wealthy,Not Prioritized,Gross Profit UE,7.181587428,7.158195026,7.105206063,5.704718175,5.818735946,6.795800602,6.604130631,7.024683702,5.618475257
PE,Trujillo,Centro Trujillo,Non Wealthy,High Priority,Gross Profit UE,1.521830796,1.427176543,1.496952545,1.465051427,0.8934401851,0.5728158087,0.6466728463,0.9484714825,-0.2222664936
MX,Monterrey,San Pedro,Wealthy,Prioritized,Gross Profit UE,4.662369071,4.370347317,4.1957599,4.194818293,4.070981572,3.871471587,4.359825498,4.997056085,5.121704618
MX,Tecate,TCE Santa Anita,Non Wealthy,Not Prioritized,Gross Profit UE,-1.70035777,-1.57785708,-1.711245538,-0.8556329505,-0.8534486628,-1.188742801,-0.1857988845,-0.115308547,-0.6356002755
CO,Buga,Buga,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.9059436152,0.9175513792,0.9239982858,0.9301036509,0.9206262009,0.9219683062,0.924359429,0.9183895908,0.9245881301
BR,Piracicaba,Piracicaba,Non Wealthy,Not Prioritized,Gross Profit UE,-2.59864716,-4.42806793,-3.108469347,-2.204129972,3.151757208,3.747683411,2.127085741,2.461266135,-4.616434248
AR,Cordoba,Cordoba Zona Sur,Non Wealthy,Prioritized,Retail SST > SS CVR,0.8974070264,0.8990094603,0.9018523329,0.9010863308,0.9057928302,0.9149470382,0.9185006084,0.9019902687,0.8906034913
EC,Quito,Sur de Quito,Non Wealthy,High Priority,Gross Profit UE,-0.574874713,-0.8300300837,-0.899265531,-1.020316321,-1.036161501,-1.409355595,-1.855595778,-1.280968226,-0.2248198014
BR,Campinas,SP - VCP - Barão Geraldo/Alphaville,Non Wealthy,Prioritized,Retail SST > SS CVR,0.9067911562,0.9117594028,0.9210806141,0.915725933,0.9158082959,0.9197607326,0.9322348946,0.8303816446,0.7918913334
CO,Bucaramanga,Centro y Cabecera,Wealthy,High Priority,Gross Profit UE,2.092764712,2.187751327,2.237033777,2.250262993,2.435268309,2.733755561,2.891282733,2.941314414,2.27870273
CO,Rionegro,Rio Negro,Non Wealthy,Prioritized,Retail SST > SS CVR,0.9281760445,0.9295246875,0.9319684718,0.9320307501,0.9307442147,0.9322064176,0.9303759564,0.9364427305,0.9402528513
MX,Villahermosa,VSA_Centro,Wealthy,Prioritized,Gross Profit UE,-0.6471179297,-0.4816192329,-0.9172124448,-0.6101636944,0.05299179175,1.14437231,1.500664901,1.285089514,1.211222649
CO,Fusagasuga,Fusagasuga,Non Wealthy,Not Prioritized,Gross Profit UE,1.770910464,1.792812635,1.692220993,1.757099939,-6.245929967,-24.8217604,-66.04162998,-37.50306679,-13.59621167
MX,Orizaba,OZA Mirador,Non Wealthy,Not Prioritized,Gross Profit UE,2.086186344,1.706933304,1.263765389,1.139646734,-8.846030624,-22.89280967,-43.01195764,-63.43593129,-39.14215123
EC,Ambato,Floresta,Non Wealthy,Not Prioritized,Gross Profit UE,-0.5224409719,-2.200080671,-1.598397206,-2.114555914,3.766116049,4.289653578,0.01372329116,-1.24183951,-0.4848982059
MX,Tampico,Tam_Altamira,Non Wealthy,Prioritized,Gross Profit UE,0.9426992287,0.560935409,-0.02576476533,-0.0202021996,-0.07180250851,-0.3558374432,0.1245784105,0.6823434109,0.4514957022
EC,Guayaquil,Buijo,Non Wealthy,Prioritized,Retail SST > SS CVR,0.946774254,0.9247204117,0.9077554521,0.9138423696,0.9339425875,0.9252456355,0.9501455215,0.9420514276,0.9085730387
AR,Bahia Blanca,BAHIA_BLANCA_SUR,Non Wealthy,Not Prioritized,Gross Profit UE,-1.811969733,-1.932153024,-1.642327243,-1.037804252,-0.7855501984,-0.5252391811,-0.3718926654,-0.2558363846,-1.072561247
MX,Reynosa,Reynosa_centro,Wealthy,Prioritized,Retail SST > SS CVR,0.8972461079,0.9035642243,0.9067834072,0.9119678512,0.90252654,0.8972433465,0.9083028005,0.9127060175,0.9119940038
CO,Cali,Lido Plametto,Non Wealthy,Prioritized,Gross Profit UE,2.491458885,2.52893484,2.580068828,2.574444687,2.829167924,3.051713239,3.077391031,3.188193052,2.614752094
PE,Lima,Callao,Non Wealthy,Prioritized,Retail SST > SS CVR,0.8802300597,0.8833604109,0.8956152128,0.9008592359,0.8988502313,0.8942141893,0.9076044831,0.9145979048,0.9106578828
MX,Puebla,San_sebastian,Non Wealthy,Prioritized,Gross Profit UE,0.872572323,0.5195278717,-0.2419671607,-1.094335983,-0.6860763865,-0.03568126612,0.4957446824,1.119581539,0.5214200813
PE,Piura,Castilla,Non Wealthy,Not Prioritized,Gross Profit UE,0.6706507349,-0.06468507076,-0.1300690551,-0.1356414501,-0.1603445242,0.2303292071,0.4223180992,-0.2757317319,-1.772829687
BR,Rio De Janeiro,Fregesia,Wealthy,Not Prioritized,Gross Profit UE,0.6858430996,0.2171567458,0.1410911205,0.3413667642,0.7534371911,0.2602512681,0.9844106706,1.465486939,3.227872637
MX,Monterrey,Santa Catarina,Wealthy,High Priority,Gross Profit UE,0.6706723511,0.3501397711,0.3549750952,0.5681414721,0.6979020273,0.6370157148,0.793771498,1.288281693,1.400968694
CO,Pereira,Cerritos,Wealthy,Prioritized,Gross Profit UE,2.552491619,2.357963254,2.222353337,2.36817563,2.540799184,2.746062735,2.743442612,2.822506657,3.005615074
